X,Alt,E,N,SlopeSin,Yaw,Curvature
0.0,228.61976233386872,-2.7730595531073554,-362.5283756170937,0.002893186488119188,0.5943609810168312,-0.0008023371488748338
5.0,228.63265995074354,1.356272737653907,-359.7227437345312,0.003319626994357063,0.5943609810168312,-0.000575579856286125
10.0,228.65325971141405,5.511779847772908,-356.92873375943753,0.003627142720392002,0.5908695837371987,-0.0005687057083362837
15.0,228.69,9.658178689309482,-354.1536940357104,0.003840322431847987,0.5897560999150275,-0.0006480628245506238
20.0,228.69,13.825155604372593,-351.36540223816525,0.003980620221794768,0.5881500287925194,-0.0007116852770349039
25.0,228.70985453224563,17.98477200242077,-348.6008585248076,0.004066540982442711,0.5858134032387596,-0.0006856051277177124
30.0,228.74,22.155719985508053,-345.83799703166943,0.004113825876837649,0.5864560339572384,-0.0005203429734308782
35.0,228.76586843934558,26.315937039042268,-343.0653406174891,0.004135637810555726,0.5861957167674692,-0.00018757699882790792
40.0,228.78,30.493825363902054,-340.30099597145215,0.004142746903398253,0.5853355339137216,0.00032300946285955046
45.0,228.8,34.66630670925524,-337.5305397304503,0.004143715961086552,0.5863184628233977,0.0010067018612272194
50.0,228.82,38.82627647889716,-334.76627576598287,0.00414508594695681,0.5879795137330749,0.0018465498522656784
55.0,228.8435213827914,43.00462298870879,-331.9719403056771,0.004151561453654917,0.5919996434951292,0.002815984214089814
60.0,228.85,47.085212478146026,-329.21250779312584,0.004166196174831332,0.5990343196515304,0.0038812552548302716
65.0,228.87291570533483,51.283478252300455,-326.3197995494229,0.004190578376835919,0.6217342956354174,0.00500369271268684
70.0,228.91998242079674,55.78738056795745,-322.97713926903253,0.004225016370412799,0.658346354199863,0.0061417871481438645
75.0,228.91,59.865461558722494,-319.6819907060433,0.004268723982395202,0.7044442383433547,0.00725309282834755
80.0,228.9294848073128,63.413867200930284,-316.4952801473463,0.004320006027400312,0.7610075131645638,0.008295952103645388
85.0,228.96881026245305,67.87832543050953,-312.0507718675545,0.004376443779524121,0.8128997708075072,0.009231041276287287
90.0,228.98,71.71436689336431,-307.7251934961765,0.0044350804440362775,0.8721900032035587,0.010022737961289096
95.0,229.01,74.7501636149821,-303.8691233689286,0.004492606629094848,0.9282887585988557,0.010640309932622872
100.0,229.03498257435442,77.57951217619,-299.888791475737,0.004660478938154982,0.9802515468171751,0.011077842666453175
105.0,229.06931335089863,80.74279007368474,-294.9295072230575,0.00457507854518321,1.0326849737716093,0.01120092330006591
110.0,229.09,83.91983030607425,-289.26609552885236,0.004522101906746757,1.0805417200235696,0.011142351596630575
115.0,229.1121178440681,86.05975610155618,-284.96732947896436,0.004425981705450511,1.1359102926754523,0.010874481195884193
120.0,229.1457738820629,88.06816879897306,-280.33625886423516,0.004609810482442409,1.1914005856103569,0.010200839441925211
125.0,229.14240808095872,90.03030837184018,-275.00888844607675,0.0047181520621367426,1.2468968458016196,0.009336505413950312
130.0,229.17,91.60785201767169,-269.7927872833914,0.004594267607900476,1.3001270534358573,0.0084336940295057
135.0,229.18289359347736,92.75793294699223,-265.1788599268222,0.0044108446902503,1.3546359643583956,0.007391959320163119
140.0,229.22,93.79458495079152,-259.834588862707,0.004353707604477783,1.4038513316195653,0.006448761242001263
145.0,229.25131793436,94.64602266641533,-253.97447318631473,0.0043180319866834216,1.4354461225529422,0.0054523736857322366
150.0,229.2743353168237,95.27802851810338,-248.9415595050311,0.004208741596516845,1.453378211910673,0.004448126560837808
155.0,229.27,95.81407865608985,-244.07239760702393,0.004102742925407109,1.468761877864516,0.003540683461790477
160.0,229.3,96.29917630108004,-238.96844161565906,0.004287989765054381,1.4812361257850393,0.0024234831881762013
165.0,229.31143278932413,96.74968645176155,-233.65365207193966,0.004390038301296176,1.4884735074603375,0.0014220311410168573
170.0,229.34335406518923,97.15471860679197,-228.59939989062613,0.0040269159751372945,1.4927240026200363,0.0005613258235737555
175.0,229.36582883326847,97.53121800415046,-223.66364564602426,0.004263943886887764,1.49442138544269,-1.2697231285207788e-05
180.0,229.38926167234075,97.9172466036071,-218.6348124960033,0.0042986725211271466,1.4886451664197617,-0.0005493998420409425
185.0,229.41215979969078,98.3529377251407,-213.68362417430902,0.0044607822437122205,1.4804761392356038,-0.0007337162486876325
190.0,229.43056976200765,98.81651210078537,-208.70548366154213,0.004638571398552856,1.480516358845078,-0.0007721812523199818
195.0,229.4699365465484,99.25588005545177,-203.70923139151216,0.004667427941398653,1.4829650852560021,-0.0005492365542979959
200.0,229.48,99.69399439008464,-198.74063837903662,0.004716876120726077,1.4861131929929376,-0.00034429751137151054
205.0,229.49010516682662,100.1014491578781,-193.7480166862898,0.004642455334854477,1.490213524091888,-0.00010537423293431712
210.0,229.5177425754703,100.49993769262544,-188.76086562411828,0.004578658355974369,1.4873640049769623,5.3773159359526024e-05
215.0,229.54121240731052,100.93429883788016,-183.78885111505627,0.004526071349568564,1.4831122957451723,0.000161769322830047
220.0,229.5738808455844,101.37476328954686,-178.8094251238984,0.004272968133565331,1.4826383895586124,0.00016849954303480223
225.0,229.5996785707788,101.81508182199057,-173.82378085913473,0.004470093469177427,1.482713212443963,0.00023107653293446195
230.0,229.62,102.25421432527878,-168.85092832974132,0.004376267299937503,1.4845982965694438,0.00011307858862537115
235.0,229.6395282226005,102.6755144552945,-163.86647045304545,0.004549911751052971,1.485390213074664,0.0001442038289551226
240.0,229.66460970264237,103.10776013718701,-158.88127331987923,0.004449612791952148,1.484617015588755,0.000209973489414227
245.0,229.68,103.53725764690252,-153.89181679262606,0.004125249536197741,1.4886232883057584,0.00016909378608352622
