Time,X1,X2,X3,X4,X5,SpeedDoppler1,SpeedDoppler2,SpeedDoppler3,SpeedDoppler4,SpeedDoppler5,Accel1,Accel2,Accel3,Accel4,Accel5,Spacing2,Spacing3,Spacing4,Spacing5
1.0,4542.10836,4516.370805,4480.574933,4461.908418,4449.973346,14.138639374034385,11.81027410535921,6.847075077780357,2.5497961125737145,2.365852978941367,0.7499526596596873,1.709163228537527,1.5364136556971353,1.414779329011453,-0.2696221815266586,20.541555000000614,31.08987199999969,13.70951499999989,6.9780720000002185
1.1,4543.525973700702,4517.560378226678,4481.267322576056,4462.170471507902,4450.208583186986,14.213634640000354,11.981190428212964,7.00071644335007,2.69127404547486,2.338890760788701,0.7323425590599086,1.6359978798149655,1.5232863198253899,1.4514070062531603,-0.18572070320078016,20.76959547402376,31.587055650621682,14.139851068154137,7.004888320915932
1.2,4544.950998877497,4518.766677258898,4481.9750106519905,4462.446855947481,4450.441543659549,14.286868895906345,12.14479021619446,7.153045075332609,2.836414746100176,2.320318690468623,0.7149681745903536,1.5654734286114547,1.510593603471504,1.486344312542851,-0.10345204875616076,20.988321618598917,32.08566660690771,14.571154704509688,7.048312287931702
1.3,4546.38326060796,4519.9889836476605,4482.697868127541,4462.737929143654,4450.673058268352,14.35836571336538,12.301337559055606,7.3041044356797595,2.985049177354461,2.309973485593007,0.6978295062510576,1.4975898749269412,1.4983355066354864,1.5195912478805251,-0.022816218192813764,21.198276960299978,32.58511552011909,15.002938983887695,7.1078708753014945
1.4,4547.822586326828,4521.226605352941,4483.435770248642,4463.0440320176285,4450.90394153582,14.428148663990486,12.4510965465483,7.453937986343308,3.1370083021425135,2.3076918637737256,0.6809265540419673,1.4323472187614783,1.4865120293173373,1.551147812266187,0.05618678848926972,21.399980973886983,33.08483510429882,15.434738231013732,7.183090481808329
1.5,4549.268805825997,4522.478876743689,4484.188596607423,4463.365488586904,4451.13499165614,14.496241319394683,12.594331268424448,7.602589189275042,3.292123083369132,2.3133105426226526,0.664259317963154,1.3697454601150127,1.4751231715170565,1.5810140056998323,0.1335569712900897,21.593929082307938,33.584280136266116,15.866108020519611,7.273496930763366
1.6,4550.721751254527,4523.745158597832,4484.956231142209,4463.702605965269,4451.366990495259,14.562667251190998,12.731305814435949,7.7501015064267476,3.4502244839391154,2.3266662397516615,0.6478277980145819,1.3097845989875623,1.4641689332346353,1.609189828181461,0.20929433020964172,21.780592656694267,34.082927455623704,16.29662517693975,7.378615470009543
1.7,4552.181257118636,4525.024838102271,4485.738562137518,4464.055674362804,4451.600703590886,14.627450030992456,12.862284274334705,7.896518399750211,3.6111434667572615,2.3475956727726257,0.6316319941962156,1.252464635379127,1.4536493144700824,1.635675279711073,0.28339886524792135,21.960419016364455,34.580275964753255,16.72588777471389,7.4979707719179425
1.8,4553.6471602817055,4526.3173288528815,4486.535482224065,4464.424967085878,4451.836880152489,14.690613230412078,12.987530737872618,8.04188333119722,3.774710994728369,2.375935559297418,0.6156719065081262,1.1977855692897421,1.4435643152234157,1.6604703602886728,0.35587057640494635,22.13383142882404,35.07584662881631,17.15351513818711,7.631086933388695
1.9,4555.119299964279,4527.622070854515,4487.346888378761,4464.810740537152,4452.076253061301,14.75218042106289,13.107309294801592,8.18623976271956,3.940758030757236,2.4115226169379125,0.5999475349502781,1.1457474007193724,1.4339139354946084,1.683575069914256,0.4267094636806945,22.301229109763796,35.56918247575426,17.579147841608908,7.777487475850983
