Time,X1,X2,X3,X4,X5,SpeedDoppler1,SpeedDoppler2,SpeedDoppler3,SpeedDoppler4,SpeedDoppler5,Accel1,Accel2,Accel3,Accel4,Accel5,Spacing2,Spacing3,Spacing4,Spacing5
1.0,4470.910388,4462.875406,4455.676441,4445.419191,4438.576667,0.008850250323423564,0.00447425654195414,0.004776312387414392,0.0056285621983016565,0.0021998938066457663,0.01568424471227901,0.013969742849028839,0.014133783815513425,0.01056969808889972,0.014322189962635888,2.8389820000001276,2.492965000000498,5.300249999999658,1.885523999999685
1.1,4470.911351446256,4462.875923274369,4455.676989300157,4445.41980670471,4438.576958600331,0.010418674794651465,0.005871230826857024,0.006189690768965734,0.0066855320071916285,0.003632112802909355,0.014470570167759711,0.0128867610356986,0.013147558807647059,0.00984823102659696,0.01348455405467696,2.839428171887361,2.4929339742112857,5.300182595447375,1.8858481043793
1.2,4470.912465666586,4462.876574831256,4455.677674007028,4445.420524499066,4438.577389234381,0.011865731811427437,0.007159906930426884,0.00750444664973044,0.0076703551098513244,0.004980568208377051,0.01328854292059518,0.011834070899756754,0.012185457052538992,0.00914336549413636,0.012661880678851928,2.839890835330065,2.4929008242280757,5.300149507961913,1.886135264684861
1.3,4470.913718682482,4462.877349992304,4455.678485378979,4445.421337251405,4438.577950600606,0.013194586103486955,0.008343314020402559,0.00872299235498434,0.00858469165926496,0.006246756276262244,0.01213816297078547,0.010811672441203256,0.011247478550189208,0.008455101491517958,0.011854169835160784,2.8403686901782788,2.4928646133249854,5.300148127573601,1.8863866507994027
1.4,4470.915098831907,4462.878238382068,4455.679413915607,4445.422237996078,4438.578634547082,0.014408402400565502,0.009424481264522885,0.00984774021000326,0.009430201808416756,0.007432173259778322,0.011019430318330546,0.009819565660038158,0.010333623300597724,0.0077834390187417335,0.011061421523603527,2.840860449838969,2.4928244664607915,5.300175919528891,1.886603448995964
1.5,4470.916594769299,4462.879229928023,4455.680450357745,4445.423219933455,4438.579433071516,0.015510345432398556,0.0104064378305267,0.010881102540063033,0.01020854571029093,0.008538315412138675,0.009932344963230443,0.00885775055626141,0.00944389130376453,0.007128378075807636,0.010283635744180175,2.8413648412760306,2.49277957027802,5.300230424290356,1.8867868619384973
1.6,4470.918195465567,4462.880314860559,4455.6815856874555,4445.424276429916,4438.580338321236,0.0165035799287216,0.011292212886152841,0.011825491670439486,0.010921383517871693,0.009566678986556693,0.008876906905485142,0.007926227129873044,0.008578282559689645,0.006489918662715751,0.009520812496890685,2.8418806050075585,2.4927291731038563,5.300309257539419,1.8869381086800496
1.7,4470.919890208094,4462.881483712984,4455.682811128036,4445.425401017861,4438.581342593197,0.017391270619270115,0.012084835599140146,0.01268331992640845,0.011570375384143268,0.010518760236245761,0.00785311614509454,0.007024995380873027,0.007736797068373033,0.00586806077946601,0.008772951781735143,2.842406495110394,2.492672584948326,5.300410110174533,1.887058424663672
1.8,4470.921668600737,4462.882727321521,4455.684118144013,4445.426587395704,4438.58243833398,0.01817658223377957,0.012787335137227449,0.013456999633245753,0.01215718146208987,0.011396055414419275,0.006860972682058847,0.0061540553092614275,0.006919434829814729,0.005262804426058483,0.00804005359871341,2.8429412792155784,2.4926091775079326,5.300530748309364,1.8871490617242381
1.9,4470.923520563823,4462.884036825311,4455.68549844115,4445.427829427872,4438.583618139789,0.018862679501985453,0.013402740668153591,0.014148943116227226,0.012683461904695718,0.012200060774290616,0.005900476516377956,0.0053134069150382116,0.006126195844014734,0.004674149602493065,0.0073221179478256265,2.84348373851199,2.4925383841611106,5.300669013278246,1.8872112880829883
2.0,4470.925436334156,4462.8854036664125,4455.6869439664415,4445.429121144811,4438.584874756456,0.01945272715362325,0.013934081359657412,0.0147615627006287,0.013150876864945024,0.012932272569073179,0.004971627648051764,0.004503050198203309,0.005357080110972995,0.0041020963087698425,0.006619144829071721,2.844032667743617,2.4924596999709534,5.300822821630725,1.8872463883548045
2.1,4470.92740646501,4462.886819589799,4455.688446908112,4445.430456742979,4438.586201079437,0.019949889918428425,0.014384386379477743,0.015297270711726,0.013561086495822008,0.013594187051980351,0.00407442607708048,0.0037229851587568252,0.004612087630689529,0.0035466445448888335,0.005931134242451695,2.8445868752104655,2.4923726816870326,5.300990165133379,1.8872556635418443
2.2,4470.929421826132,4462.8882766433635,4455.689999695622,4445.431830584851,4438.587590153814,0.020357332526136473,0.014756684895353426,0.015758479474794952,0.013915750950310892,0.01418730047622552,0.0032088718034638947,0.002973211796698655,0.003891218403164476,0.003007794310849951,0.005258086187965548,2.84514518276856,2.49227694774176,5.301169110770723,1.8872404310371786
2.3,4470.931473603744,4462.889767177912,4455.691594999661,4445.433237198918,4438.589035174293,0.020678219706482863,0.015054006075023291,0.0161476013151114,0.014216530381395887,0.014713109095022076,0.0023749648272022167,0.002253730112028937,0.003194472428397592,0.00248554560665323,0.004600000665613349,2.8457064258317626,2.4921721782512973,5.301357800743397,1.8872020246247923
2.4,4470.933553300539,4462.891283847171,4455.693225732155,4445.434671279684,4438.5905294852055,0.020915716189203085,0.015279379086226185,0.01646704855795116,0.01446508494206121,0.01517310916158341,0.0015727051482952031,0.001564540104747568,0.002521849706389051,0.0019798984322987392,0.003956877675394994,2.8462694533681354,2.4920581150155554,5.3015544524708895,1.8871417944786737
2.5,4470.935652735683,4462.8928196077795,4455.6948850462595,4445.436127687671,4438.59206658051,0.021072986704032605,0.015435833096700942,0.016719233528590064,0.014663074785291084,0.01556879692912291,0.0008020927667431316,0.0009056417748545473,0.0018733502371387836,0.0014908527877863405,0.0033287172173105187,2.8468331279035777,2.491934561520014,5.30175735858881,1.8870611071609966
2.6,4470.937764044817,4462.894367719298,4455.6965663363635,4445.437601449413,4438.593640103789,0.021153195980706918,0.015526397274186397,0.016906568552303942,0.014812160064069718,0.015901668650853962,6.312768254572443e-05,0.00027703512234990985,0.0012489740206468591,0.0010184086731161723,0.0027155192913599566,2.8473963255190977,2.4918013829348125,5.3019648869507074,1.8869613456239387
2.7,4470.939879680054,4462.895921744202,4455.698263238089,4445.439087757462,4438.59524384825,0.02115950874896149,0.015554100786421388,0.01703146595436863,0.014914000931381335,0.016173220579989957,-0.0006441901042968101,-0.00032127985276634435,0.0006487210569131735,0.0005625660882881654,0.0021172838975432734,2.847957935852632,2.4916585061129295,5.302175480626254,1.88684390921241
2.8,4470.941992409978,4462.897475547881,4455.699969628289,4445.440581970386,4438.5968717567275,0.02109508973853181,0.015521972801144753,0.017096338060059946,0.014970257540210152,0.016384948969744285,-0.0013198605937845415,-0.00088930315049425,7.259134593783079e-05,0.0001233250333023024,0.0015340110358605039,2.8485168620972257,2.4915059195920035,5.302387657903062,1.8867102136585965
2.9,4470.944095319649,4462.899023298645,4455.701679625052,4445.442079612765,4438.59851792168,0.020963103679153355,0.015433042486095328,0.01710359719465373,0.014982590043540382,0.016538350073330335,-0.001963883785917539,-0.0014270347708337724,-0.0004794151122792384,-0.0002993144918413647,0.0009657007063116133,2.849072021003762,2.4913436735934225,5.302600012286683,1.8865616910855971
3.0,4470.946181810598,4462.90055946772,4455.703387587696,4445.443576375197,4438.600176585191,0.0207667153005616,0.015290339009011951,0.017055655683425805,0.014952658594356245,0.016634920143961496,-0.002576259680695664,-0.001934474713784877,-0.001007298317738034,-0.0007053524871428879,0.0004123529088965669,2.8496223428782326,2.491171880024143,5.302811212498789,1.8863997900065153
3.1,4470.94824560083,4462.902078829247,4455.7050881167725,4445.445068114294,4438.60184213897,0.020509089332492035,0.015096891537633463,0.016954925851652,0.014882123345641957,0.016676155434851153,-0.003156988278119055,-0.0024116229793475982,-0.0015110582704385561,-0.0010947889526021805,-0.00012603235638449645,2.850166771582648,2.490990712474871,5.303020002478086,1.8862259753244581
