Time,X1,SpeedDoppler1,Accel1
0.0,4825.535600444064,19.192939465743546,-0.04584931279620008
0.10000000000000142,4827.454665144074,19.188354534463922,-0.046162173827966065
0.1999999999999993,4829.373269786653,19.18373831708113,-0.04663893492349303
0.3000000000000007,4831.291410423685,19.179074423588773,-0.04702353620331223
0.3999999999999986,4833.209082748364,19.174372069968445,-0.047467736584394515
0.5,4835.126282616678,19.16962529631001,-0.048308658878575265
0.6000000000000014,4837.043003603014,19.16479443042215,-0.049250803703060335
0.6999999999999993,4838.959236792038,19.15986935005184,-0.05020150240383714
0.8000000000000007,4840.874972719531,19.154849199811462,-0.051267654871693935
0.8999999999999986,4842.790201301238,19.14972243432429,-0.052310349522635136
1.0,4844.704911992922,19.144491399372026,-0.053208504230610736
1.1000000000000014,4846.619095090338,19.139170548948965,-0.054083489462115615
1.1999999999999993,4848.532741727786,19.133762200002753,-0.05511300727089719
1.3000000000000007,4850.44584238275,19.128250899275663,-0.05606324090425829
1.3999999999999986,4852.358387156472,19.12264457518524,-0.0567700593979481
1.5,4854.2703677636955,19.116967569245446,-0.05730164990733755
1.6000000000000014,4856.181778012368,19.111237404254712,-0.057244348747751424
1.6999999999999993,4858.092615531051,19.105512969379934,-0.0568164214941902
1.8000000000000007,4860.002882745881,19.099831327230515,-0.056689460537917576
1.8999999999999986,4861.912582431301,19.094162381176726,-0.056316932580458
2.0,4863.821717084757,19.08853068791868,-0.055526105155827565
2.1000000000000014,4865.7302925230215,19.082978077403094,-0.05463125044975925
2.200000000000003,4867.63831717451,19.077514952358122,-0.053333625816698316
2.299999999999997,4869.545802001617,19.07218158977645,-0.05185143558612992
2.3999999999999986,4871.452760903417,19.06699644621784,-0.0505680170125089
2.5,4873.359207707954,19.061939644516585,-0.04911910681027365
2.6000000000000014,4875.265156076872,19.057027733835557,-0.04747001531818285
2.700000000000003,4877.170621500179,19.05228073230374,-0.0458265552581949
2.799999999999997,4879.0756204406325,19.04769807677792,-0.043840486404462815
2.8999999999999986,4880.980171045879,19.043314028137477,-0.04168819948809244
3.0,4882.884294007695,19.039145208188664,-0.039720273076149226
3.1000000000000014,4884.788009927148,19.03517318088105,-0.03746051800103345
3.200000000000003,4886.691339942646,19.031427129080946,-0.034847271885709574
3.299999999999997,4888.594308419194,19.02794240189237,-0.03209913790065855
3.3999999999999986,4890.496942163693,19.02473248810231,-0.02915555149971993
3.5,4892.399269634746,19.021816932952333,-0.02599422054174738
3.6000000000000014,4894.3013213569375,19.019217510898162,-0.022842678794923188
3.700000000000003,4896.203128894635,19.016933243018673,-0.01992531734572367
3.799999999999997,4898.104722592349,19.014940711284094,-0.016973362867567232
3.8999999999999986,4900.006131796664,19.01324337499734,-0.01399310623725114
4.0,4901.907386168632,19.011844064373612,-0.01121063950240142
4.100000000000001,4903.808514521872,19.010723000423376,-0.008318186071498701
4.200000000000003,4905.709545230984,19.009891181816226,-0.005605892450404326
4.299999999999997,4907.610506319704,19.009330592571185,-0.0036809887958710883
4.399999999999999,4909.511420974017,19.0089624936916,-0.0020018933816601248
4.5,4911.412307213919,19.008762304353432,-0.00039236299251399487
4.600000000000001,4913.313181482539,19.00872306805418,0.0008986401638821918
4.700000000000003,4915.214058282545,19.00881293207057,0.002305382259848443
4.799999999999997,4917.114951102663,19.009043470296554,0.0034886181563820173
4.899999999999999,4919.015872892784,19.009392332112192,0.0039580608736145
5.0,4920.916831916299,19.009788138199557,0.004432456323932854
5.100000000000001,4922.817832892401,19.01023138383195,0.004980823241886867
5.200000000000003,4924.7188809349,19.010729466156132,0.005268448428452643
5.299999999999997,4926.619980223758,19.01125631099898,0.0054195955426905576
5.399999999999999,4928.5211329528365,19.01179827055325,0.005464474446590373
5.5,4930.422340102263,19.012344717997912,0.005338764142699404
5.600000000000001,4932.3236012678835,19.01287859441218,0.004949936983287273
5.700000000000003,4934.224913877009,19.013373588110507,0.004472762844187628
5.799999999999997,4936.126273599633,19.013820864394926,0.004027799211243632
5.899999999999999,4938.02767582507,19.01422364431605,0.0035680551571459773
6.0,4939.929116029778,19.014580449831765,0.003419500608465853
6.100000000000001,4941.830591172265,19.01492239989261,0.0033999350062075
6.200000000000003,4943.7321004119285,19.015262393393236,0.003012759259846121
6.299999999999997,4945.633641715064,19.015563669319214,0.00277919489629852
6.399999999999999,4947.535211977971,19.015841588808847,0.002838207958717476
6.5,4949.436810327891,19.01612540960472,0.002891154680035868
6.600000000000001,4951.338437324625,19.01641452507272,0.003247021504826364
6.700000000000003,4953.24009501224,19.0167392272232,0.0036025717228227454
6.799999999999997,4955.141786947821,19.017099484395487,0.0035437196440923913
6.899999999999999,4957.0435146148575,19.017453856359893,0.0036251263248132655
7.0,4958.945278126126,19.017816368992374,0.003869889896535028
7.100000000000001,4960.847079112475,19.01820335798203,0.0040255792229615395
7.200000000000003,4962.748919576169,19.018605915904327,0.004224342450527274
7.299999999999997,4964.650801289472,19.01902835014938,0.004396013284804211
7.399999999999999,4966.552726104554,19.01946795147786,0.0044576513024807704
7.5,4968.454695187957,19.01991371660811,0.0044635494861466896
7.600000000000001,4970.356708877365,19.020360071556727,0.004566432528108066
7.700000000000003,4972.258767716684,19.02081671480953,0.004867303431019821
7.799999999999997,4974.1608737246825,19.02130344515264,0.00541278254292621
7.899999999999999,4976.063031133111,19.02184472340693,0.0061042671590882955
8.0,4977.965246126787,19.02245515012284,0.006731964785124943
8.100000000000001,4979.8675253016245,19.023128346601354,0.00730083988575103
8.200000000000003,4981.769874640483,19.023858430589925,0.00794167981048588
