Time,X1,SpeedDoppler1,Alt,Lat,Lon
0.0,678.5335053245736,13.044976680018491,230.61,46.887785286065686,16.846010442294908
0.10000000000000142,679.8022553647278,13.05224456826315,230.62,46.88779252761696,16.84599677809942
0.20000000000000284,681.0503068499041,13.059145610271212,230.62,46.88779943995831,16.845982870083375
0.30000000000000426,682.2983583350805,13.065692578183022,230.62,46.887806352299656,16.84596896206733
0.4000000000000057,683.5410015296999,13.071898244138927,230.62,46.88781302160929,16.845954868045766
0.5000000000000071,684.7850410675634,13.07777538027927,230.61,46.88781968578844,16.845940540309364
0.6000000000000085,686.0345792073164,13.083336758744396,230.62,46.88782626892807,16.84592619321578
0.70000000000001,687.2880282403938,13.088595151674651,230.62,46.88783251860369,16.84591152752227
0.8000000000000114,688.5414772734712,13.093563331210381,230.62,46.887838768279295,16.84589686182876
0.9000000000000128,689.7808382176299,13.09825406949193,230.61,46.88784469019922,16.84588219705175
1.0000000000000142,691.0262173427723,13.10268013865964,230.61461353624352,46.88785076932319,16.84586719203044
1.1000000000000156,692.2906870750104,13.10685431085386,230.6,46.887856434366896,16.84585227433256
1.200000000000017,693.5748831792743,13.110789358214934,230.61,46.8878620176176,16.845837152530493
1.3000000000000185,694.8590792835381,13.114498052883206,230.62,46.887867600868304,16.845822030728428
1.40000000000002,696.162680461295,13.117993166999023,230.61,46.88787310335233,16.845806689943018
1.5000000000000213,697.4770694214207,13.121287472702729,230.61,46.88787826799798,16.84579119600607
1.6000000000000227,698.7995539903872,13.124393742134668,230.624579,46.88788319473336,16.84577568685
1.7000000000000242,700.1268895310415,13.127324747435186,230.62448786501525,46.88788823744843,16.845760006513085
1.8000000000000256,701.4542250716959,13.130093260744628,230.62439673003053,46.887893280163496,16.84574432617617
1.900000000000027,702.7778904235217,13.132712054203338,230.61,46.887898105127675,16.845728684616947
2.0000000000000284,704.0945269450123,13.135193899951664,230.6145526798452,46.88790277236601,16.84571275877997
2.10000000000003,705.4014331470141,13.137551570129949,230.62,46.88790718366664,16.845696840166813
2.2000000000000313,706.6922423348292,13.139797836878536,230.615,46.88791148141229,16.845680751346503
2.3000000000000327,707.9830515226442,13.141945472337772,230.61,46.887915779157936,16.845664662526193
2.400000000000034,709.2609909591846,13.144007248648004,230.61,46.887919941814296,16.845648582841243
2.5000000000000355,710.53212078647,13.145995937949323,230.62,46.88792384943704,16.845632252814738
2.600000000000037,711.7999992837056,13.148052804126188,230.62,46.88792768581916,16.845615904237572
2.7000000000000384,713.0725813459312,13.150133686329793,230.62223443589485,46.88793126842838,16.845599491191432
2.80000000000004,714.3451634081568,13.152156587695973,230.6244688717897,46.887934851037606,16.845583078145292
2.900000000000041,715.6304045011407,13.154091487469005,230.61,46.88793818242189,16.845566421223833
3.0000000000000426,716.926075783927,13.155951976270698,230.6,46.8879413491499,16.845549920917158
3.100000000000044,718.227086409573,13.157821972713583,230.6,46.88794434963229,16.84553325183855
3.2000000000000455,719.5274668261133,13.159911153019005,230.595,46.88794718285014,16.84551645673231
3.300000000000047,720.8278472426534,13.162132059136685,230.59,46.88795001606799,16.845499661626068
3.4000000000000483,722.141703865366,13.164378239419213,230.58548211277372,46.88795251607044,16.8454827529812
3.5000000000000497,723.4606347083146,13.166694898932901,230.6,46.8879550920075,16.84546591325835
3.600000000000051,724.783163699806,13.169000261147906,230.6,46.887957425067256,16.845448915993966
3.7000000000000526,726.1071667259636,13.171324315037294,230.59773765586033,46.88795947045549,16.845431918387668
3.800000000000054,727.4311697521211,13.173673712747968,230.5954753117207,46.88796151584373,16.845414920781373
3.9000000000000554,728.7534710122444,13.176039816632585,230.6,46.8879635910092,16.84539783223201
4.000000000000057,730.0721829115885,13.17839804730406,230.6,46.88796525813737,16.845380827155573
4.100000000000058,731.3861103032982,13.180787851517358,230.6,46.88796692457422,16.84536358759124
4.20000000000006,732.6935516742051,13.183209301955426,230.595,46.88796834120328,16.84534642130063
4.300000000000061,734.0009930451121,13.18565536677824,230.59,46.887969757832344,16.845329255010018
4.4000000000000625,735.302630070012,13.188237962483752,230.6,46.88797092515486,16.845312156629902
4.500000000000064,736.6025504533558,13.1908959931189,230.59,46.887972091265105,16.845294754015868
4.600000000000065,737.9026121596941,13.19372504923303,230.59,46.88797292392247,16.84527759410862
4.700000000000067,739.2063673287196,13.196655417223186,230.59,46.887973628627904,16.84526025918307
4.800000000000068,740.5101224977452,13.19970874708634,230.59,46.88797433333333,16.845242924257526
4.90000000000007,741.8206233654375,13.202868974872754,230.59,46.88797483333333,16.84522558992866
5.000000000000071,743.1346104623486,13.206044405363933,230.59450911990442,46.88797516666667,16.845208251519985
5.1000000000000725,744.4482271966089,13.209413700294709,230.59,46.88797533333333,16.84519099590082
5.200000000000074,745.7621430534056,13.212934587374466,230.585,46.88797525,16.845173624682175
5.300000000000075,747.0760589102024,13.21644892212768,230.58,46.88797516666667,16.845156253463532
5.400000000000077,748.3945511534293,13.219820444111754,230.58,46.887975,16.845138995411162
5.500000000000078,749.7170173121908,13.223354250652825,230.59,46.8879745,16.84512158510426
5.60000000000008,751.0381610142376,13.226966887951745,230.59,46.88797407437188,16.845104243718758
5.700000000000081,752.3545167411411,13.230632327084692,230.595,46.88797324158072,16.845086999140477
5.800000000000082,753.6708724680444,13.234241804727478,230.6,46.88797240878955,16.8450697545622
5.900000000000084,754.9903705280854,13.23768474789101,230.61,46.88797140829665,16.845052416299854
6.000000000000085,756.3131121359785,13.24101019154953,230.6,46.887970241478214,16.845035248115536
