Time,X1,SpeedDoppler1,Alt,Lat,Lon,Accel1
0.0,700.2758864212642,13.17158760191558,231.41984,46.887851158666656,16.84575886,0.00014791251599532773
0.10000000000000142,701.5696245612943,13.171602393167179,231.41,46.8878566557885,16.84574352719543,0.000780746928139553
0.20000000000000284,702.8619942522364,13.171680467859993,231.38993171169375,46.887861824479835,16.845728107174295,0.0014120578895137979
0.30000000000000426,704.1543639431785,13.171821673648944,231.3698634233875,46.887866993171166,16.84571268715316,0.002041845400118063
0.4000000000000057,705.4553645705099,13.172025858188956,231.4498448603744,46.88787199224302,16.845697192523268,0.0026701094599345843
0.5000000000000071,706.7703024346989,13.17229286913495,231.54,46.88787715969015,16.84568135426287,0.0032968500689988887
0.6000000000000085,708.0975653711266,13.17262255414185,231.58,46.88788199256413,16.84566552478624,0.003922067227257686
0.70000000000001,709.4447151839782,13.173014760864575,231.55507807684404,46.88788649237823,16.84564985873926,0.004545760934764267
0.8000000000000114,710.7918649968298,13.173469336958052,231.5301561536881,46.88789099219232,16.84563419269228,0.005167931191500867
0.9000000000000128,712.1638155144954,13.173986130077202,231.6,46.887895493000705,16.845618356664335,0.0057885779974674876
1.0000000000000142,713.548538473035,13.174564987876948,231.60987278871,46.88789982697276,16.845602185748362,0.006407701352646364
1.1000000000000156,714.9386324902872,13.175205758012213,231.63,46.8879039929986,16.845586356671337,0.0070253012570374975
1.200000000000017,716.3202231888798,13.175908288137917,231.57006290257647,46.88790791106921,16.845570272152763,0.0076413777106941775
1.3000000000000185,717.7018138874724,13.176672425908986,231.51012580515297,46.887911829139824,16.845554187634193,0.008255930713527586
1.40000000000002,719.060517194709,13.177498018980339,231.45999999999998,46.88791549377572,16.8455380207476,0.008868960265644306
1.5000000000000213,720.3995733767525,13.178384915006903,231.389871,46.8879189957,16.845521854833333,0.009480466366937754
1.6000000000000227,721.7240672137933,13.179332961643597,231.3798662106428,46.88792249554035,16.845505522298232,0.010090449017478987
1.7000000000000242,723.0468842872489,13.180342006545345,231.40987377306075,46.88792591245911,16.845489021037825,0.010698908217250239
1.8000000000000256,724.3697013607045,13.18141189736707,231.4398813354787,46.88792932937786,16.84547251977742,0.01130584396625151
1.900000000000027,725.6735460881272,13.182542481763695,231.45999999999998,46.887932663362406,16.84545601652128,0.011911256264465039
2.0000000000000284,726.971251642404,13.183733607390142,231.41023711443782,46.88793566271474,16.845439519759537,0.012515145111908587
2.10000000000003,728.2670134156701,13.184985121901333,231.40987997599518,46.8879384959992,16.845423020004002,0.013117510508564393
2.2000000000000313,729.5639806652775,13.18629687295219,231.4399399879976,46.887941413842995,16.84540626823471,0.01371835245446798
2.3000000000000327,730.860947914885,13.187668708197636,231.47,46.88794433168679,16.84538951646542,0.014317670949601588
2.400000000000034,732.1650406164468,13.189100475292596,231.51000000000002,46.8879469982601,16.84537268406575,0.014915465991478315
2.5000000000000355,733.478725232752,13.190592021891744,231.5997883704525,46.88794966313951,16.845355850969128,0.015502420290029796
2.600000000000037,734.803794593101,13.192142263920747,231.62000000000003,46.887951998363675,16.845338851332926,0.015065220958909506
2.7000000000000384,736.1439237644056,13.193648786016638,231.675,46.88795408086957,16.845321850561145,0.01535928234346762
2.80000000000004,737.4840529357102,13.195184714250985,231.73,46.88795616337546,16.845304849789365,0.016353065672092038
2.900000000000041,738.8336416075202,13.196820020818194,231.7498771060456,46.887958164618425,16.845287687148993,0.0180207911093608
3.0000000000000426,740.1845171740787,13.19862209992913,231.7597781396296,46.887959829635655,16.845270870310063,0.018243657210152715
3.100000000000044,741.5313325221335,13.200446465650145,231.79,46.887961332715435,16.84525383951236,0.019580719789064893
3.2000000000000455,742.8618437543844,13.202404537629052,231.76999999999998,46.88796241612883,16.84523683871176,0.020944028518012615
3.300000000000047,744.1923549866352,13.204498940480853,231.75,46.88796349954222,16.84521983791116,0.02173167352580632
3.4000000000000483,745.5047027825217,13.206672107833434,231.73,46.88796416666666,16.845202673060307,0.022960624293090988
3.5000000000000497,746.811155732653,13.208968170262743,231.73979162472324,46.88796482986041,16.84518553472921,0.02364388110443338
3.600000000000051,748.1269555788874,13.211332558373186,231.78,46.8879655,16.84516833841333,0.024682086230125227
3.7000000000000526,749.440427352756,13.213800766996199,231.799981981982,46.887965833033036,16.845151088876335,0.02513805422474
3.800000000000054,750.7538991266247,13.216314572418673,231.819963963964,46.887966166066064,16.84513383933934,0.026263545930848745
3.9000000000000554,752.062954246863,13.218940927011758,231.83,46.88796616666666,16.845116672514017,0.02697066198871629
4.000000000000057,753.3708306575792,13.22163799321063,231.8199309447558,46.88796616666666,16.845099511509208,0.02792421365915803
4.100000000000058,754.6774243136745,13.224430414576545,231.80006910365557,46.887965834485065,16.845082346002336,0.02825891173225474
4.20000000000006,755.9902164811475,13.227256305749771,231.8400020583265,46.88796541724253,16.845065095083417,0.028312135156589188
4.300000000000061,757.3030086486207,13.23008751926543,231.8799350129974,46.887965,16.8450478441645,0.028841730905568443
4.4000000000000625,758.6232755288661,13.232971692355987,231.9,46.8879645,16.84503068385568,0.027563659534752424
4.500000000000064,759.9469519699138,13.235728058309462,231.900061746838,46.88796366769578,16.84501351029114,0.02878671476164344
4.600000000000065,761.272938031708,13.238606729785626,231.9,46.88796283822639,16.844996553823652,0.029046532491569663
4.700000000000067,762.6008456929588,13.241511383034783,231.91,46.887961587044984,16.84497920749482,0.031666798048881166
4.800000000000068,763.9287533542098,13.244678062839672,231.92,46.88796033586358,16.84496186116599,0.03282255917946795
