Time,X1,SpeedDoppler1,Alt,Lat,Lon
0.0,739.053734821911,17.807989960251792,230.58,46.887969412160146,16.845259063091323
0.10000000000000142,740.8264960850008,17.817966020348663,230.58,46.88797024706736,16.845235707723837
0.20000000000000284,742.6058733440976,17.82775303817055,230.58,46.88797075437897,16.845209938694456
0.30000000000000426,744.3904118785774,17.837341934364215,230.57,46.88797116666667,16.845186449976627
0.4000000000000057,746.1750540540114,17.84672362957642,230.57,46.88797116666667,16.845164333333333
0.5000000000000071,747.963233229952,17.855889044453928,230.57468740247586,46.887971,16.845142239606087
0.6000000000000085,749.7551008420728,17.8648290996435,230.57,46.8879705,16.84511874551523
0.70000000000001,751.5486046139777,17.8735347157919,230.57,46.887969920610324,16.845095388544465
0.8000000000000114,753.3399068718596,17.88199681354589,230.58,46.88796891776578,16.845072015387544
0.9000000000000128,755.1261570629817,17.89020631355223,230.58,46.88796758429042,16.845047333333333
1.0000000000000142,756.9065203991194,17.89815413645768,230.58,46.88796642504941,16.845025284025034
1.1000000000000156,758.686649120979,17.90583120290901,230.57511148885112,46.88796474814186,16.84500180731927
1.200000000000017,760.4668988789252,17.913228433552973,230.59,46.88796282658245,16.844978452743806
1.3000000000000185,762.2429394215259,17.920336749036338,230.59,46.88796067342364,16.84495521396549
1.40000000000002,764.0206145774026,17.927147070005862,230.58,46.887958166851426,16.844931834626625
1.5000000000000213,765.8065300191427,17.93365031710831,230.57450236966827,46.88795534992101,16.844908782780408
1.6000000000000227,767.6011729804688,17.939837410990442,230.58,46.88795215812482,16.84488560687382
1.7000000000000242,769.4067059788356,17.945699272299024,230.58,46.88794874831476,16.844862654870017
1.8000000000000256,771.2122389772024,17.951226821680816,230.58,46.887945338504714,16.844839702866217
1.900000000000027,773.0255791161769,17.95641097978258,230.58,46.88794150983029,16.844816735478748
2.0000000000000284,774.8416061691954,17.961242667251074,230.57,46.8879372438208,16.844793971163746
2.10000000000003,776.6633935197708,17.965712804733066,230.58,46.88793275184843,16.84477134195933
2.2000000000000313,778.4908704024051,17.969812312875316,230.57214506831767,46.88792793533746,16.84474895621486
2.3000000000000327,780.3183472850393,17.973532112324584,230.56429013663532,46.88792311882649,16.844726570470396
2.400000000000034,782.1433192948988,17.976863123727636,230.58,46.88791765881429,16.844704224479777
2.5000000000000355,783.9484842445089,17.9797962677309,230.57490750363758,46.88791217283309,16.84468210337421
2.600000000000037,785.7597022408129,17.982177870059537,230.57,46.88790628492218,16.84466146932537
2.7000000000000384,787.6004929625668,17.983930418194486,230.57500000000002,46.88789974146239,16.84463807725025
2.80000000000004,789.4412836843208,17.98507169538125,230.58,46.88789319800261,16.84461468517513
2.900000000000041,791.2985082957453,17.98555541282462,230.57,46.88788657712858,16.84459305644605
3.0000000000000426,793.1567081261301,17.98534844160116,230.56000000000003,46.887879719942724,16.844571923147154
3.100000000000044,795.0121802592055,17.984567178845694,230.60510887260887,46.88787275907272,16.84455044025573
3.2000000000000455,796.8559114505418,17.98314510843445,230.60255443630442,46.88786525996489,16.84452952590873
3.300000000000047,798.6996426418782,17.981124270115643,230.6,46.88785776085707,16.84450861156173
